940	930	724
941	175	792
942	1473	793
943	1351	556
944	701	434
945	930	724
946	1039	434
947	82	434
948	2602	434
949	2429	434
950	2223	795
951	2223	793
952	1560	434
953	1048	434
954	1914	434
955	701	434
956	81	434
957	2020	434
958	2017	434
959	1434	798
960	2043	0
961	2435	710
962	2059	710
963	1845	792
964	1804	710
965	592	713
966	319	91
967	618	91
968	1429	710
969	141	0
970	1804	0
971	2756	797
972	1804	600
973	1804	600
974	2756	797
975	2756	797
976	834	799
977	1747	799
978	931	799
979	2589	0
980	175	631
981	300	631
982	211	800
983	2015	352
984	775	750
985	2463	543
986	2487	750
987	2489	750
988	1804	600
989	1015	750
990	1749	799
991	2730	696
992	426	750
993	544	750
994	668	750
995	1239	750
996	579	750
997	552	750
998	671	750
999	2659	750
1000	2056	575
1001	2432	612
1002	2492	801
1003	258	490
1004	2487	801
1005	2492	801
1006	2429	802
1007	701	802
1008	82	802
1009	2272	802
1010	1489	495
1011	10	495
1012	520	495
1013	274	162
1014	390	495
1015	1845	65
1016	378	495
1017	1278	495
1018	1001	495
1019	1278	495
1020	649	748
1021	649	748
1022	1219	162
1023	1368	642
1024	1930	642
1025	1368	642
1026	1368	642
1027	1804	600
1028	1450	235
1029	40	235
1030	4	235
1031	230	235
1032	1886	235
1033	1578	804
1034	1926	235
1035	1855	235
1036	1590	803
1037	887	162
1038	1954	235
1039	1957	235
1040	1389	310
1041	635	235
1042	790	235
1043	603	235
1044	667	235
1045	1015	235
1046	1801	235
1047	2016	235
1048	2491	235
1049	20	805
1050	2554	805
1051	556	805
1052	336	235
1053	426	235
1054	4	663
1055	2187	529
1056	430	663
1057	1955	162
1058	2489	663
1059	2431	807
1060	2490	663
1061	2491	663
1062	2485	663
1063	2487	663
1064	2487	663
1065	430	235
1066	448	663
1067	1553	235
1068	449	663
1069	44	663
1070	2435	737
1071	1814	737
1072	2011	737
1073	2746	782
1074	2261	737
1075	2023	737
1076	1812	737
1077	1753	737
1078	320	737
1079	2240	737
1080	2241	737
1081	1899	737
1082	2065	737
1083	2186	737
1084	2145	737
1085	2156	737
1086	2115	737
1087	1707	737
1088	1754	737
1089	1390	737
1090	1975	808
1091	320	737
1092	2746	782
1093	152	737
1094	297	737
1095	2746	782
1096	137	809
1097	2746	782
1098	799	711
1099	40	456
1100	230	456
1101	392	456
1102	300	456
1103	175	456
1104	258	308
1105	1377	308
1106	1377	308
1107	969	308
1108	260	308
1109	686	308
1110	300	428
1111	385	428
1112	117	308
1113	120	308
1114	117	308
1115	2712	308
1116	608	752
1117	117	308
1118	117	308
1119	319	308
1120	2746	782
1121	2383	308
1122	29	308
1123	51	308
1124	608	752
1125	603	752
1126	2746	782
1127	117	308
1128	1394	308
1129	152	308
1130	2383	308
1131	2746	782
1132	0	426
1133	2712	308
1134	126	308
1135	1136	752
1136	1239	752
1137	117	308
1138	579	745
1139	2361	745
1140	1416	745
1141	452	752
1142	1116	651
1143	2463	543
1144	175	81
1145	769	81
1146	175	81
1147	769	81
1148	1344	445
1149	1620	189
1150	777	811
1151	520	811
1152	1152	811
1153	927	811
1154	777	811
1155	931	326
1156	887	812
1157	2514	547
1158	2514	547
1159	2514	547
1160	2487	813
1161	1291	777
1162	260	777
1163	1804	777
1164	2331	777
1165	2645	810
1166	2261	777
1167	2362	777
1168	273	814
1169	2645	810
1170	2492	801
1171	2432	815
1172	1490	741
1173	2099	556
1174	2230	801
1175	2348	801
1176	2348	801
1177	2011	815
1178	2098	556
1179	2492	801
1180	2492	801
1181	1804	133
1182	2419	642
1183	2442	642
1184	2441	642
1185	2440	642
1186	2432	642
1187	2419	642
1188	1779	801
1189	2431	642
1190	2492	801
1191	360	46
1192	360	46
1193	1844	154
1194	2478	154
1195	340	50
1196	1291	154
1197	456	46
1198	2011	776
1199	2621	127
1200	2060	127
1201	1410	127
1202	392	580
1203	2339	580
1204	319	50
1205	2028	776
1206	2098	556
1207	2098	556
1208	2099	556
1209	2620	154
1210	340	50
1211	2235	154
1212	2052	816
1213	1699	154
1214	1782	154
1215	2492	118
1216	556	794
1217	1324	794
1218	2056	776
1219	577	127
1220	2062	776
1221	1350	619
1222	577	127
1223	578	127
1224	960	127
1225	980	127
1226	982	127
1227	1753	776
1228	2281	133
1229	2282	133
1230	2281	133
1231	1208	133
1232	1368	776
1233	300	50
1234	2060	127
1235	299	428
1236	2718	776
1237	773	125
1238	686	133
1239	1218	745
1240	1352	776
1241	0	458
1242	40	127
1243	1139	127
1244	336	580
1245	2626	776
1246	2434	127
1247	2060	127
1248	273	814
1249	1849	323
1250	319	133
1251	299	133
1252	300	133
1253	707	817
1254	2154	127
1255	814	127
1256	2598	127
1257	292	127
1258	1965	127
1259	1529	127
1260	175	7
1261	1530	127
1262	620	127
1263	2487	235
1264	871	7
1265	833	127
1266	631	127
1267	525	127
1268	84	127
1269	968	7
1270	351	127
1271	448	235
1272	2490	235
1273	1479	235
1274	448	780
1275	175	780
1276	2476	154
1277	2025	154
1278	2491	235
1279	2485	235
1280	0	7
1281	502	154
1282	1139	127
1283	769	18
1284	1212	235
1285	2043	235
1286	769	18
1287	1674	235
1288	797	51
1289	2605	235
1290	579	235
1291	2621	235
1292	649	235
1293	773	127
1294	2135	127
1295	797	235
1296	2016	235
1297	1808	235
1298	1578	804
1299	472	235
1300	1804	819
1301	1237	235
1302	1628	235
1303	360	46
1304	1785	579
1305	337	235
1306	274	819
1307	360	46
1308	2490	235
1309	22	50
1310	2485	235
1311	2491	235
1312	2492	133
1313	340	50
1314	175	81
1315	253	81
1316	175	81
1317	608	235
1318	781	81
1319	2022	154
1320	2301	235
1321	477	81
1322	2489	235
1323	430	411
1324	609	262
1325	175	81
1326	1420	818
1327	2341	580
1328	4	127
1329	1975	235
1330	200	804
1331	1866	81
1332	2303	235
1333	2489	235
1334	2487	235
1335	200	804
1336	2343	580
1337	1982	154
1338	618	127
1339	2345	580
1340	340	50
1341	2274	411
1342	2274	411
1343	2463	543
1344	300	50
1345	2066	154
1346	2066	154
1347	2066	154
1348	340	50
1349	2281	133
1350	2065	154
1351	340	50
1352	2066	154
1353	656	18
1354	0	127
1355	393	505
1356	1883	127
1357	1246	505
1358	1535	236
1359	372	512
1360	1884	506
1361	1528	29
1362	1528	29
1363	1892	29
1364	2426	494
1365	871	394
1366	1998	494
1367	1316	494
1368	300	50
1369	1770	394
1370	1789	820
1371	340	50
1372	340	50
1373	340	50
1374	319	679
1375	1770	394
1376	340	50
1377	618	458
1378	952	494
1379	618	458
1380	340	50
1381	1883	133
1382	952	494
1383	300	50
1384	299	50
1385	186	50
1386	300	50
1387	1086	133
1388	1999	494
1389	1087	133
1390	1039	494
1391	2429	494
1392	1086	133
1393	4	133
1394	2426	79
1395	300	39
1396	799	532
1397	326	154
1398	1488	494
1399	300	50
1400	1487	494
1401	1490	494
1402	691	154
1403	2492	801
1404	300	39
1405	340	50
1406	2099	494
1407	2697	18
1408	2099	494
1409	300	39
1410	2499	18
1411	1883	127
1412	541	821
1413	340	50
1414	711	821
1415	340	50
1416	1846	125
1417	618	679
1418	618	679
1419	618	679
1420	618	679
1421	2135	154
1422	707	821
1423	892	821
1424	1883	154
1425	307	821
1426	618	50
1427	638	821
1428	2736	18
1429	2737	18
1430	931	821
1431	1747	821
1432	319	50
1433	1663	154
1434	1938	821
1435	0	50
1436	1674	135
1437	1316	50
1438	40	135
1439	773	125
1440	1845	133
1441	1563	239
1442	775	125
1443	340	764
1444	2724	821
1445	2408	821
1446	953	821
1447	307	821
1448	310	821
1449	308	821
1450	340	764
1451	175	195
1452	340	764
1453	2738	18
1454	354	823
1455	893	126
1456	2435	133
1457	1674	135
1458	364	823
1459	2744	18
1460	2531	127
1461	2605	773
1462	364	823
1463	618	39
1464	550	823
1465	1445	823
1466	1366	823
1467	1366	823
1468	2280	126
1469	1419	133
1470	773	133
1471	1789	820
1472	40	823
1473	45	823
1474	340	50
1475	364	823
1476	175	50
1477	1445	823
1478	1266	333
1479	1776	787
1480	175	50
1481	175	764
1482	1445	823
1483	1787	787
1484	1445	823
1485	1883	135
1486	2553	589
1487	175	50
1488	175	50
1489	45	823
1490	2456	787
1491	2697	18
1492	2461	787
1493	175	50
1494	2460	787
1495	2424	823
1496	1776	787
1497	2388	787
1498	2699	721
1499	364	823
1500	1785	787
1501	45	823
1502	1028	349
1503	1366	823
1504	1680	154
1505	1680	154
1506	1680	154
1507	40	823
1508	1883	154
1509	1883	154
1510	502	154
1511	1883	154
1512	1883	154
1513	1883	154
1514	1883	154
1515	1883	154
1516	2455	787
1517	274	24
1518	1674	154
1519	1674	154
1520	1674	154
1521	1674	154
1522	1674	154
1523	1674	154
1524	1674	154
1525	1674	154
1526	1674	154
1527	2744	126
1528	2744	126
1529	777	141
1530	2411	135
1531	1678	154
1532	2553	18
1533	1789	787
1534	40	823
1535	2133	61
1536	1899	61
1537	1752	61
1538	1804	61
1539	0	39
1540	319	39
1541	909	154
1542	909	154
1543	124	185
1544	1892	29
1545	2202	732
1546	2411	818
1547	1721	360
1548	2485	219
1549	2494	787
1550	775	219
1551	2431	816
1552	1776	787
1553	10	360
1554	178	219
1555	2452	824
1556	183	219
1557	618	825
1558	319	825
1559	618	825
1560	618	825
1561	319	825
1562	319	825
1563	319	825
1564	4	826
1565	319	825
1566	319	825
1567	1015	750
1568	319	825
1569	319	825
1570	22	825
1571	159	825
1572	140	750
1573	319	825
1574	768	826
1575	618	825
1576	796	826
1577	364	823
1578	2485	219
1579	2485	219
1580	797	826
1581	797	826
1582	797	826
1583	1846	647
1584	1219	24
1585	563	750
1586	957	24
1587	3	647
1588	2699	721
1589	2492	801
1590	1506	219
1591	1505	219
1592	258	701
1593	1811	219
1594	175	824
1595	2491	824
1596	2490	824
1597	2491	219
1598	2491	219
1599	2487	219
1600	2487	219
1601	2709	131
1602	909	219
1603	253	824
1604	791	824
1605	2487	824
1606	618	651
1607	1212	787
1608	2043	787
1609	1168	787
1610	1410	824
1611	462	827
1612	44	824
1613	926	219
1614	394	219
1615	393	219
1616	1245	219
1617	2162	824
1618	1589	219
1619	2709	131
1620	1478	824
1621	2709	131
1622	2709	131
1623	1168	824
1624	1706	87
1625	603	751
1626	448	704
1627	1650	747
1628	448	704
1629	448	704
1630	40	747
1631	1586	219
1632	1586	502
1633	390	219
1634	1587	219
1635	1586	502
1636	907	747
1637	907	747
1638	1275	219
1639	166	639
1640	390	219
1641	775	747
1642	2165	502
1643	1801	813
1644	2164	502
1645	2433	441
1646	1589	502
1647	2411	135
1648	1588	502
1649	1583	219
1650	2189	458
1651	2181	133
1652	1586	219
1653	2646	133
1654	2646	18
1655	1587	502
1656	2646	18
1657	2646	219
1658	2051	133
1659	10	360
1660	1721	360
1661	1721	360
1662	2646	50
1663	2411	135
1664	1135	821
1665	1586	502
1666	1157	821
1667	1159	821
1668	1156	821
1669	1158	821
1670	920	821
1671	1586	219
1672	1585	502
1673	319	825
1674	2405	821
1675	618	825
1676	319	825
1677	1004	821
1678	319	825
1679	24	825
1680	300	825
1681	892	821
1682	319	825
1683	1586	219
1684	778	825
1685	618	825
1686	1938	821
1687	618	764
1688	2666	825
1689	2553	589
1690	1586	219
1691	0	39
1692	319	825
1693	953	821
1694	22	458
1695	2744	589
1696	294	589
1697	1878	821
1698	1764	821
1699	1324	458
1700	40	458
1701	392	458
1702	2020	118
1703	308	821
1704	10	514
1705	310	821
1706	1747	821
1707	2553	589
1708	1586	219
1709	541	821
1710	2553	589
1711	1222	135
1712	1411	154
1713	2744	589
1714	750	135
1715	958	24
1716	1586	219
1717	1674	135
1718	1587	219
1719	1773	617
1720	1275	219
1721	2237	135
1722	583	127
1723	175	50
1724	1553	127
1725	2559	127
1726	1889	127
1727	1890	127
1728	393	278
1729	1524	127
1730	340	50
1731	2744	589
1732	1588	219
1733	294	589
1734	143	154
1735	143	154
1736	143	154
1737	550	127
1738	1792	127
1739	190	154
1740	190	154
1741	791	801
1742	1886	127
1743	340	764
1744	454	801
1745	2087	127
1746	1196	589
1747	452	801
1748	1196	589
1749	1196	589
1750	1196	589
1751	1196	589
1752	1459	127
1753	1196	589
1754	1196	589
1755	1743	94
1756	1196	589
1757	1196	589
1758	340	50
1759	113	127
1760	2348	801
1761	1444	94
1762	207	127
1763	28	764
1764	47	764
1765	2744	589
1766	2605	824
1767	579	824
1768	175	764
1769	4	140
1770	184	154
1771	340	50
1772	188	154
1773	0	50
1774	300	50
1775	2621	824
1776	544	140
1777	640	724
1778	543	824
1779	796	824
1780	560	140
1781	5	50
1782	337	824
1783	793	824
1784	300	50
1785	300	50
1786	1338	824
1787	300	50
1788	10	514
1789	2613	127
1790	175	50
1791	552	154
1792	553	154
1793	300	50
1794	22	697
1795	793	824
1796	552	154
1797	300	50
1798	300	50
1799	140	824
1800	2492	801
1801	260	764
1802	791	824
1803	319	764
1804	2699	721
1805	3	50
1806	319	764
1807	319	764
1808	3	50
1809	175	764
1810	190	154
1811	2442	736
1812	2699	721
1813	0	50
1814	2435	736
1815	159	50
1816	230	824
1817	159	50
1818	159	50
1819	1936	736
1820	1809	736
1821	184	154
1822	2492	801
1823	2492	801
1824	184	154
1825	2492	801
1826	184	154
1827	1211	94
1828	22	697
1829	1584	502
1830	159	50
1831	618	697
1832	618	697
1833	1583	502
1834	0	697
1835	340	50
1836	1583	502
1837	340	50
1838	1583	502
1839	340	764
1840	2747	783
1841	595	764
1842	1582	502
1843	2749	783
1844	2751	783
1845	2165	502
1846	1411	154
1847	1411	154
1848	2165	502
1849	1650	824
1850	2361	815
1851	2358	815
1852	2767	666
1853	300	39
1854	2754	640
1855	934	824
1856	618	41
1857	1510	94
1858	1366	824
1859	768	294
1860	805	94
1861	2656	94
1862	1888	94
1863	1877	94
1864	768	294
1865	2419	815
1866	768	824
1867	1510	831
1868	1510	94
1869	797	294
1870	2442	815
1871	768	294
1872	2419	815
1873	386	824
1874	1877	831
1875	2432	815
1876	1025	94
1877	796	294
1878	1855	94
1879	1888	831
1880	4	94
1881	4	94
1882	1025	831
1883	671	824
1884	1855	94
1885	1855	831
1886	935	824
1887	1855	831
1888	1855	94
1889	2668	52
1890	452	94
1891	452	831
1892	1239	94
1893	1855	831
1894	364	94
1895	2749	783
1896	2752	783
1897	2751	783
1898	2750	783
1899	175	39
1900	2749	783
1901	364	831
1902	2747	783
1903	364	831
1904	618	697
1905	1801	610
1906	797	610
1907	768	610
1908	319	39
1909	2492	801
1910	2492	801
1911	364	831
1912	1845	792
1913	20	610
1914	2769	832
1915	472	610
1916	678	824
1917	1846	792
1918	2754	126
1919	1522	824
1920	337	824
1921	1241	824
1922	1843	792
1923	364	94
1924	2770	832
1925	2687	52
1926	1535	236
1927	230	824
1928	40	349
1929	332	349
1930	340	458
1931	175	39
1932	159	764
1933	159	39
1934	2492	801
1935	2180	502
1936	775	792
1937	319	50
1938	2492	801
1939	159	50
1940	2143	600
1941	2177	502
1942	1846	792
1943	2143	600
1944	354	823
1945	364	831
1946	1413	823
1947	2144	600
1948	2361	600
1949	618	440
1950	1753	600
1951	1804	140
1952	319	440
1953	159	24
1954	1588	219
1955	1772	600
1956	1972	600
1957	0	697
1958	1588	219
1959	1083	219
1960	1926	823
1961	2101	600
1962	2434	823
1963	1445	823
1964	364	219
1965	2225	600
1966	123	814
1967	567	814
1968	1971	600
1969	390	135
1970	2596	814
1971	159	50
1972	2528	814
1973	1757	600
1974	2687	52
